,INST,EN_TIME,EN_ID,EN_TT,EN_Q,EN_PRICE,EN_CODE,EN_VAR,EX_TIME,EX_ID,EX_TT,EX_Q,EX_PRICE,EX_CODE,EX_VAR,P&L,ROI,P&L %,ROI %,Equity Curve,Drawdown %
3211,NSE_FO:BANKNIFTY29SEP2239900PE [LOCAL],23-09-2022 09:46,a882be8cf3ec4845b39052bc4f953674,SELL,15,525.6,INTRADAY,MARKET,23-09-2022 14:27,cbc0dbdc2c6b48cc8899b6b9afd7fc1a,BUY,15,721.85,INTRADAY,MARKET,-2943.75,269496.0,-37.34,538.99,769496.0,-1.4
3212,NSE_FO:BANKNIFTY29SEP2239900CE [LOCAL],23-09-2022 09:46,a6f36bfeaf6b49d495d51e12530cb318,SELL,15,529.6,INTRADAY,MARKET,23-09-2022 15:10,367724f112f84476b948b1328fb7ccba,BUY,15,371.5,INTRADAY,MARKET,2371.5,271867.5,29.85,545.04,771867.5,-1.09
3213,NSE_FO:BANKNIFTY29SEP2239400PE [LOCAL],23-09-2022 14:27,213fb2fb9dee48b8ab0ed190e30e5faa,SELL,15,453.0,INTRADAY,MARKET,23-09-2022 15:10,bb1c63c00c174a39a77def0125c8e11f,BUY,15,409.45,INTRADAY,MARKET,653.25,272520.75,9.61,540.3,772520.75,-1.01
3214,NSE_FO:BANKNIFTY29SEP2239000PE [LOCAL],26-09-2022 09:17,758bc08ecdc4471f81fa030d5679c034,SELL,15,523.35,INTRADAY,MARKET,26-09-2022 10:17,6e79bb73cfcb4dc4ba29b9d055d3b895,BUY,15,625.35,INTRADAY,MARKET,-1530.0,270990.75,-19.49,541.98,770990.75,-1.21
3215,NSE_FO:BANKNIFTY29SEP2239000CE [LOCAL],26-09-2022 09:17,1de6fbbfd36149c7afda36871db2f9c3,SELL,15,490.0,INTRADAY,MARKET,26-09-2022 15:10,c2a473ad7f1244a786cda8f457ba13b3,BUY,15,242.7,INTRADAY,MARKET,3709.5,274700.25,50.47,550.09,774700.25,-0.73
3216,NSE_FO:BANKNIFTY29SEP2238500PE [LOCAL],26-09-2022 10:17,544140c67e264669a5a636861ab755e2,SELL,15,370.0,INTRADAY,MARKET,26-09-2022 15:10,b3f67025a81f4f88aad6856ef176cad8,BUY,15,347.1,INTRADAY,MARKET,343.5,275043.75,6.19,542.67,775043.75,-0.69
3217,NSE_FO:BANKNIFTY29SEP2238800PE [LOCAL],27-09-2022 09:17,5b4652283b40420ab8da92bb239b0e72,SELL,15,379.55,INTRADAY,MARKET,27-09-2022 11:06,44f9d086bfd64059903eadf033c5b930,BUY,15,560.3,INTRADAY,MARKET,-2711.25,272332.5,-47.62,541.58,772332.5,-1.03
3218,NSE_FO:BANKNIFTY29SEP2238800CE [LOCAL],27-09-2022 09:17,3b4f61a53c0743e78a509be199dba48e,SELL,15,407.85,INTRADAY,MARKET,27-09-2022 09:35,61c37f8e93c7438e84ba4a843d74906f,BUY,15,510.8,INTRADAY,MARKET,-1544.25,270788.25,-25.24,547.0,770788.25,-1.23
3219,NSE_FO:BANKNIFTY29SEP2239300CE [LOCAL],27-09-2022 09:35,04eb520ca45a41e198a566c657e44a97,SELL,15,255.75,INTRADAY,MARKET,27-09-2022 14:42,0ffa404fc1444e828acd8d3ca3514bdf,BUY,15,68.6,INTRADAY,MARKET,2807.25,273595.5,73.18,547.19,773595.5,-0.87
3220,NSE_FO:BANKNIFTY29SEP2238800CE [LOCAL],27-09-2022 09:55,3e8b3af33b20464ca6304780869a8f21,SELL,15,360.6,INTRADAY,MARKET,27-09-2022 15:10,67a3230079d14958bfec1394e0fa1b00,BUY,15,173.65,INTRADAY,MARKET,2804.25,276399.75,51.84,552.52,776399.75,-0.51
3221,NSE_FO:BANKNIFTY29SEP2238300PE [LOCAL],27-09-2022 11:06,e5c2099abd794a61ae74074fd6e0cc22,SELL,15,300.25,INTRADAY,MARKET,27-09-2022 15:10,89024ac9af1a4c9986da522fbd083b57,BUY,15,300.3,INTRADAY,MARKET,-0.75,276399.0,-0.02,547.19,776399.0,-0.51
3222,NSE_FO:BANKNIFTY29SEP2238400CE [LOCAL],27-09-2022 14:42,9b7002a9aac44b1bb729333043d4bce5,SELL,15,315.0,INTRADAY,MARKET,27-09-2022 15:10,b586d22cdcac448c88a57d822280bc04,BUY,15,324.15,INTRADAY,MARKET,-137.25,276261.75,-2.9,546.92,776261.75,-0.53
3223,NSE_FO:BANKNIFTY29SEP2238000PE [LOCAL],28-09-2022 09:17,0a3ca9e8ae124628b75dd5c91c86b641,SELL,15,302.15,INTRADAY,MARKET,28-09-2022 11:26,ca3ebf36517e4ef39a963b41853d3466,BUY,15,205.2,INTRADAY,MARKET,1454.25,277716.0,32.09,549.24,777716.0,-0.34
3224,NSE_FO:BANKNIFTY29SEP2238000CE [LOCAL],28-09-2022 09:17,eb2646ad40bd47ffaf897294e677b448,SELL,15,342.7,INTRADAY,MARKET,28-09-2022 09:54,099173dfb7e842c1942b217f5f8a76f2,BUY,15,435.1,INTRADAY,MARKET,-1386.0,276330.0,-26.96,549.75,776330.0,-0.52
3225,NSE_FO:BANKNIFTY29SEP2238500CE [LOCAL],28-09-2022 09:54,84d894b0a5e94f69946fc822b23b0cdf,SELL,15,186.2,INTRADAY,MARKET,28-09-2022 11:26,1148f67a810b4acfac7319a7afbf19b0,BUY,15,141.3,INTRADAY,MARKET,673.5,277003.5,24.11,550.59,777003.5,-0.44
3226,NSE_FO:BANKNIFTY29SEP2237900CE [LOCAL],28-09-2022 10:46,c2252a887c914a02a0b857b0dbe56619,SELL,15,314.45,INTRADAY,MARKET,28-09-2022 11:26,9ed206670ae945a8b4a0674c5618e9fd,BUY,15,428.45,INTRADAY,MARKET,-1710.0,275293.5,-36.25,546.33,775293.5,-0.66
3227,NSE_FO:BANKNIFTY29SEP2238200PE [LOCAL],28-09-2022 11:26,ad12f9b2026a41f5b3a15db54e83055e,SELL,15,297.9,INTRADAY,MARKET,28-09-2022 14:35,067da5478f344d98b5ade00d8b39c08e,BUY,15,365.0,INTRADAY,MARKET,-1006.5,274287.0,-22.52,548.57,774287.0,-0.78
3228,NSE_FO:BANKNIFTY29SEP2238200CE [LOCAL],28-09-2022 11:26,b8e9851f016b4837b426b1d3a19ed1fd,SELL,15,256.1,INTRADAY,MARKET,28-09-2022 15:10,06e64ecdaa964d749e07f75bae96b417,BUY,15,110.75,INTRADAY,MARKET,2180.25,276467.25,56.76,551.67,776467.25,-0.5
3229,NSE_FO:BANKNIFTY29SEP2237800PE [LOCAL],28-09-2022 14:35,9cb2619bb9c349e6bacc3c53f896fbf3,SELL,15,162.6,INTRADAY,MARKET,28-09-2022 15:10,a74ef609d77f4fdcb8a23d0d323ea022,BUY,15,204.75,INTRADAY,MARKET,-632.25,275835.0,-25.92,547.31,775835.0,-0.59
3230,NSE_FO:BANKNIFTY29SEP2238200PE [LOCAL],29-09-2022 09:17,36bf04fad2ea4c5b8b9ccf0b5f65ec18,SELL,15,168.0,INTRADAY,MARKET,29-09-2022 09:57,6b6b02bfafe443c3948985911cd25b89,BUY,15,231.1,INTRADAY,MARKET,-946.5,274888.5,-37.56,549.78,774888.5,-0.71
3231,NSE_FO:BANKNIFTY29SEP2238200CE [LOCAL],29-09-2022 09:17,febf8150c7504b17850ee163f4561454,SELL,15,192.85,INTRADAY,MARKET,29-09-2022 11:51,0b96941c6fa0499db040bc0a3ab8d84d,BUY,15,24.45,INTRADAY,MARKET,2526.0,277414.5,87.32,552.59,777414.5,-0.38
3232,NSE_FO:BANKNIFTY29SEP2237900PE [LOCAL],29-09-2022 09:57,2e8fe8ac7e544c6287004bf2be6694bb,SELL,15,96.4,INTRADAY,MARKET,29-09-2022 11:44,258145edd5e34f569b6581cf1a680ddd,BUY,15,171.0,INTRADAY,MARKET,-1119.0,276295.5,-77.39,547.54,776295.5,-0.53
3233,NSE_FO:BANKNIFTY29SEP2238000CE [LOCAL],29-09-2022 11:07,bd9011240b744b4c8926ed31958f8406,SELL,15,125.5,INTRADAY,MARKET,29-09-2022 13:01,436539a3fb224bff84d26d8e10d98123,BUY,15,18.45,INTRADAY,MARKET,1605.75,277901.25,85.3,552.38,777901.25,-0.32
3234,NSE_FO:BANKNIFTY29SEP2237700PE [LOCAL],29-09-2022 11:44,86ed8f60ad4743b990d2f3a7ae59ec5c,SELL,15,82.0,INTRADAY,MARKET,29-09-2022 12:39,899c0f46edda43e1afcf021c94c7b3b9,BUY,15,151.05,INTRADAY,MARKET,-1035.75,276865.5,-84.21,549.17,776865.5,-0.45
3235,NSE_FO:BANKNIFTY29SEP2237800CE [LOCAL],29-09-2022 11:51,6831afc656fd4a9ab3cd8fb959997939,SELL,15,116.2,INTRADAY,MARKET,29-09-2022 12:27,ea15a837aaba466e89837418507871fe,BUY,15,161.1,INTRADAY,MARKET,-673.5,276192.0,-38.64,551.24,776192.0,-0.54
3236,NSE_FO:BANKNIFTY29SEP2237800CE [LOCAL],29-09-2022 12:34,ef87590bd7b243dba5de44d29294b183,SELL,15,113.6,INTRADAY,MARKET,29-09-2022 13:33,728f2e4dba5a4df0b29c8f10dbaff148,BUY,15,51.1,INTRADAY,MARKET,937.5,277129.5,55.02,550.27,777129.5,-0.42
3237,NSE_FO:BANKNIFTY29SEP2237500PE [LOCAL],29-09-2022 12:39,1bb4b93209ef43fb8b1cd6d4283e7270,SELL,15,65.35,INTRADAY,MARKET,29-09-2022 13:33,d780217fdc254264a05cda3c37b5808a,BUY,15,59.45,INTRADAY,MARKET,88.5,277218.0,9.03,548.39,777218.0,-0.41
3238,NSE_FO:BANKNIFTY29SEP2237600CE [LOCAL],29-09-2022 13:01,98aab56053824097870435d811211940,SELL,15,105.85,INTRADAY,MARKET,29-09-2022 13:05,cc427d9932664894afd7a2ee6be49dfe,BUY,15,136.95,INTRADAY,MARKET,-466.5,276751.5,-29.38,551.45,776751.5,-0.47
3239,NSE_FO:BANKNIFTY29SEP2237600CE [LOCAL],29-09-2022 13:08,482e7c26718e4c6ebc7c09e4ab9ce329,SELL,15,103.55,INTRADAY,MARKET,29-09-2022 13:14,c20881d2166c454f883ad0d3761c821c,BUY,15,131.05,INTRADAY,MARKET,-412.5,276339.0,-26.56,550.63,776339.0,-0.52
3240,NSE_FO:BANKNIFTY29SEP2237600CE [LOCAL],29-09-2022 13:23,f4b276f1fc684132b60f0efd0c880335,SELL,15,97.45,INTRADAY,MARKET,29-09-2022 13:28,a28df40a8d2b4e4191d214145d2172a4,BUY,15,134.25,INTRADAY,MARKET,-552.0,275787.0,-37.76,549.52,775787.0,-0.59
3241,NSE_FO:BANKNIFTY29SEP2237600CE [LOCAL],29-09-2022 13:31,79196b4cb7f74315b5afbd6b9830538d,SELL,15,87.75,INTRADAY,MARKET,29-09-2022 13:33,a6d9fe98e97349dcab0e4e734d43d0e4,BUY,15,131.35,INTRADAY,MARKET,-654.0,275133.0,-49.69,548.21,775133.0,-0.68
3242,NSE_FO:BANKNIFTY29SEP2237600PE [LOCAL],29-09-2022 13:33,fd110d1484914e148249df105a4b8b85,SELL,15,96.1,INTRADAY,MARKET,29-09-2022 14:49,44e478dc9c774b638fb4faeb04ed4369,BUY,15,19.8,INTRADAY,MARKET,1144.5,276277.5,79.4,546.4,776277.5,-0.53
3243,NSE_FO:BANKNIFTY29SEP2237600CE [LOCAL],29-09-2022 13:33,3101588fa4684487a1f594b5b8607266,SELL,15,131.35,INTRADAY,MARKET,29-09-2022 13:38,872fba56594f47b297cceb4d9d2da52a,BUY,15,151.0,INTRADAY,MARKET,-294.75,275982.75,-14.96,549.68,775982.75,-0.57
3244,NSE_FO:BANKNIFTY29SEP2237800CE [LOCAL],29-09-2022 13:38,d82614cc78f145d2a60929e624a14852,SELL,15,60.75,INTRADAY,MARKET,29-09-2022 14:49,d4d463c18c80474e850df2c466bca18e,BUY,15,34.0,INTRADAY,MARKET,401.25,276384.0,44.03,547.2,776384.0,-0.52
3245,NSE_FO:BANKNIFTY29SEP2237600CE [LOCAL],29-09-2022 13:42,dbbc5705b0fb47b2a7f90ba4956f185d,SELL,15,97.35,INTRADAY,MARKET,29-09-2022 13:58,f450a16f11aa4b019fcac74007fdef3b,BUY,15,186.55,INTRADAY,MARKET,-1338.0,275046.0,-91.63,547.0,775046.0,-0.69
3246,NSE_FO:BANKNIFTY29SEP2237600CE [LOCAL],29-09-2022 14:00,42d61119850046cfb7d70487ccd38509,SELL,15,90.9,INTRADAY,MARKET,29-09-2022 14:24,0444dd0c8eba4c4c889875e425b4a873,BUY,15,115.5,INTRADAY,MARKET,-369.0,274677.0,-27.06,546.26,774677.0,-0.73
3247,NSE_FO:BANKNIFTY29SEP2237800PE [LOCAL],29-09-2022 14:40,ccf8c283a3f24dfbace17a0dd86e1195,SELL,15,69.45,INTRADAY,MARKET,29-09-2022 14:41,ae205a5dbeef4a48adffa940b13f3bae,BUY,15,96.65,INTRADAY,MARKET,-408.0,274269.0,-39.16,545.45,774269.0,-0.79
3248,NSE_FO:BANKNIFTY29SEP2237800PE [LOCAL],29-09-2022 14:42,807fe6056037496fbde700bfb76ef3ac,SELL,15,57.55,INTRADAY,MARKET,29-09-2022 14:49,3dc246c168094df88b0fd52c621b7b67,BUY,15,102.15,INTRADAY,MARKET,-669.0,273600.0,-77.5,544.11,773600.0,-0.87
3249,NSE_FO:BANKNIFTY29SEP2237700PE [LOCAL],29-09-2022 14:49,25cef6dc7bf7495b8eae5722e98958f6,SELL,15,48.3,INTRADAY,MARKET,29-09-2022 15:01,6a5d0c3c5f084327acb9a1b069a01faa,BUY,15,83.0,INTRADAY,MARKET,-520.5,273079.5,-71.84,546.16,773079.5,-0.94
3250,NSE_FO:BANKNIFTY29SEP2237700CE [LOCAL],29-09-2022 14:49,4ed6c9d2f09041bd9e853db4828b8763,SELL,15,79.9,INTRADAY,MARKET,29-09-2022 15:10,c7ff0ed7b49345d5b048b1e187a6751f,BUY,15,1.6,INTRADAY,MARKET,1174.5,274254.0,98.0,548.44,774254.0,-0.79
3251,NSE_FO:BANKNIFTY29SEP2237500PE [LOCAL],29-09-2022 15:01,6c1a8ca6cef54579a9faf416519b7c4b,SELL,15,6.35,INTRADAY,MARKET,29-09-2022 15:10,6afbfb2ece5045598468b1075b5a59f6,BUY,15,8.5,INTRADAY,MARKET,-32.25,274221.75,-33.86,546.09,774221.75,-0.79
3252,NSE_FO:BANKNIFTY29SEP2237600CE [LOCAL],29-09-2022 15:10,87837a8483bc4d63a527fb48e9b18018,SELL,15,8.65,INTRADAY,MARKET,29-09-2022 15:10,6b2b6cd7c2754e5f9c098153e50fb200,BUY,15,8.65,INTRADAY,MARKET,0.0,274221.75,0.0,546.09,774221.75,-0.79
3253,NSE_FO:BANKNIFTY06OCT2237500PE [LOCAL],30-09-2022 09:17,a181575930b24dba94c82d7820be58fb,SELL,15,570.75,INTRADAY,MARKET,30-09-2022 15:10,b8d4cae90cae42328e7071c1032ff5db,BUY,15,166.2,INTRADAY,MARKET,6068.25,280290.0,70.88,550.32,780290.0,-0.01
3254,NSE_FO:BANKNIFTY06OCT2237500CE [LOCAL],30-09-2022 09:17,16d3d7ae73a04ca8a125cae4bec77b32,SELL,15,578.7,INTRADAY,MARKET,30-09-2022 10:16,ddcfd89b4bdf49bf9931a08e21f2d170,BUY,15,790.35,INTRADAY,MARKET,-3174.75,277115.25,-36.57,542.09,777115.25,-0.42
3255,NSE_FO:BANKNIFTY06OCT2238000CE [LOCAL],30-09-2022 10:16,c433dc5664b9449996c08bd05f9eab95,SELL,15,489.05,INTRADAY,MARKET,30-09-2022 12:28,87d1201412a64f4c93907e6d24109b5e,BUY,15,819.9,INTRADAY,MARKET,-4962.75,272152.5,-67.65,532.17,772152.5,-1.06
3256,NSE_FO:BANKNIFTY06OCT2238300PE [LOCAL],30-09-2022 10:35,4345bcae66cf497eb7e0db15493cc4b7,SELL,15,582.95,INTRADAY,MARKET,30-09-2022 15:10,afa7a0e3f8a5480bbf32866989cc46a4,BUY,15,368.5,INTRADAY,MARKET,3216.75,275369.25,36.79,538.6,775369.25,-0.65
3257,NSE_FO:BANKNIFTY06OCT2238700CE [LOCAL],30-09-2022 12:28,a7c7b54090de43368d4f364a1508acf9,SELL,15,391.05,INTRADAY,MARKET,30-09-2022 15:10,4b51a2c5c727449eb4b98ba4057097cb,BUY,15,404.9,INTRADAY,MARKET,-207.75,275161.5,-3.54,538.19,775161.5,-0.67
3258,NSE_FO:BANKNIFTY06OCT2238400PE [LOCAL],03-10-2022 09:17,d732aa925ed8434d980259f43dcffc51,SELL,15,467.75,INTRADAY,MARKET,03-10-2022 14:31,588bf5b67b75460fb7811966f8f37e06,BUY,15,531.1,INTRADAY,MARKET,-950.25,274211.25,-13.54,548.42,774211.25,-0.79
3259,NSE_FO:BANKNIFTY06OCT2238400CE [LOCAL],03-10-2022 09:17,088ce2ccce7f47d7b6af0f05a3ea249a,SELL,15,446.6,INTRADAY,MARKET,03-10-2022 15:10,e01c270d1a4a40c99bd5d31da7a6b357,BUY,15,235.55,INTRADAY,MARKET,3165.75,277377.0,47.26,553.95,777377.0,-0.39
3260,NSE_FO:BANKNIFTY06OCT2237900PE [LOCAL],03-10-2022 14:31,59ea75a881c644ed8038837be6f7cd28,SELL,15,294.4,INTRADAY,MARKET,03-10-2022 15:10,8e0d2cad1f7a4cf3bf3c97cfb1cb34d3,BUY,15,321.2,INTRADAY,MARKET,-402.0,276975.0,-9.1,547.62,776975.0,-0.44
3261,NSE_FO:BANKNIFTY06OCT2238800PE [LOCAL],04-10-2022 09:17,32af9b601ec6429ebef43cc0544b9a63,SELL,15,312.7,INTRADAY,MARKET,04-10-2022 15:10,6574fb55008f4b07bb9b537aa8362a8e,BUY,15,139.35,INTRADAY,MARKET,2600.25,279575.25,55.44,554.69,779575.25,-0.11
3262,NSE_FO:BANKNIFTY06OCT2238800CE [LOCAL],04-10-2022 09:17,5ccc9c8e159045dcbd843edf50bf115b,SELL,15,300.15,INTRADAY,MARKET,04-10-2022 09:25,5496429d60d64f74af7cf74106c22b9a,BUY,15,448.95,INTRADAY,MARKET,-2232.0,277343.25,-49.58,549.49,777343.25,-0.39
3263,NSE_FO:BANKNIFTY06OCT2239200CE [LOCAL],04-10-2022 09:25,b1636bbd938349e39a93130ba6477bd7,SELL,15,236.15,INTRADAY,MARKET,04-10-2022 15:10,a32d499b92ea482ca3d7e476cd66f497,BUY,15,213.55,INTRADAY,MARKET,339.0,277682.25,9.57,555.36,777682.25,-0.35
3264,NSE_FO:BANKNIFTY06OCT2239400PE [LOCAL],06-10-2022 09:17,85b4db407dd242ee8d08823fab88e9ee,SELL,15,177.45,INTRADAY,MARKET,06-10-2022 09:36,3dd7fa822ac7490c948e6cadfebe28f5,BUY,15,235.15,INTRADAY,MARKET,-865.5,276816.75,-32.52,553.63,776816.75,-0.46
3265,NSE_FO:BANKNIFTY06OCT2239400CE [LOCAL],06-10-2022 09:17,2dfef83e799a4e56bafa15802fca3508,SELL,15,195.8,INTRADAY,MARKET,06-10-2022 15:10,39c0259e531b4f50829ef1d667e7b522,BUY,15,0.45,INTRADAY,MARKET,2930.25,279747.0,99.77,560.93,779747.0,-0.08
3266,NSE_FO:BANKNIFTY06OCT2239100PE [LOCAL],06-10-2022 09:36,52f458723ca74d6f8387ca0244ca140c,SELL,15,102.9,INTRADAY,MARKET,06-10-2022 15:10,c56991e71674429a908b2d4284261693,BUY,15,1.05,INTRADAY,MARKET,1527.75,281274.75,98.98,555.07,781274.75,0.0
3267,NSE_FO:BANKNIFTY06OCT2239700PE [LOCAL],06-10-2022 12:51,f5095a5863564602a28cc8cb516ccfaf,SELL,15,189.7,INTRADAY,MARKET,06-10-2022 14:00,ce0ba51b87544d7d93358a6de429e999,BUY,15,243.8,INTRADAY,MARKET,-811.5,280463.25,-28.52,552.01,780463.25,-0.1
3268,NSE_FO:BANKNIFTY13OCT2239000PE [LOCAL],07-10-2022 09:17,5118f6bb715d46d1b6ac38ec9ed4dcb0,SELL,15,467.3,INTRADAY,MARKET,07-10-2022 15:10,cb388aa1e4954324a7c24a2d3d0b21a7,BUY,15,329.35,INTRADAY,MARKET,2069.25,282532.5,29.52,565.06,782532.5,0.0
3269,NSE_FO:BANKNIFTY13OCT2239000CE [LOCAL],07-10-2022 09:17,f2ec35b5ab22421eb1b022e8ec7d0053,SELL,15,462.2,INTRADAY,MARKET,07-10-2022 15:10,c7aab13669b64877ac6bfb247f39df5a,BUY,15,527.8,INTRADAY,MARKET,-984.0,281548.5,-14.19,563.1,781548.5,-0.13
3270,NSE_FO:BANKNIFTY13OCT2238600PE [LOCAL],10-10-2022 09:17,e066a9ace4814b3aa300141345d701b1,SELL,15,377.65,INTRADAY,MARKET,10-10-2022 12:11,6cb6116ebf0f4d12a33e22bff94af442,BUY,15,172.8,INTRADAY,MARKET,3072.75,284621.25,54.24,561.99,784621.25,0.0
3271,NSE_FO:BANKNIFTY13OCT2238600CE [LOCAL],10-10-2022 09:17,a5592e7014934846813c1afa3203f72c,SELL,15,422.25,INTRADAY,MARKET,10-10-2022 11:10,d169391a8f2a479689e69f0157ad4caf,BUY,15,518.8,INTRADAY,MARKET,-1448.25,283173.0,-22.87,560.2,783173.0,-0.18
3272,NSE_FO:BANKNIFTY13OCT2239100CE [LOCAL],10-10-2022 11:10,57d0d4ad66854f0d8462e51b343c5771,SELL,15,256.75,INTRADAY,MARKET,10-10-2022 12:11,f845ddd0e05b4434b6a6d1d05619c1e0,BUY,15,425.8,INTRADAY,MARKET,-2535.75,280637.25,-65.84,555.85,780637.25,-0.51
3273,NSE_FO:BANKNIFTY13OCT2239100PE [LOCAL],10-10-2022 12:03,59704cb909534498b00c1b0d3c7e72f5,SELL,15,373.1,INTRADAY,MARKET,10-10-2022 12:11,bf07dfb6b3e04fd69916a811f4b6c97e,BUY,15,349.1,INTRADAY,MARKET,360.0,280997.25,6.43,560.92,780997.25,-0.46
3274,NSE_FO:BANKNIFTY13OCT2239200PE [LOCAL],10-10-2022 12:11,c59a2f4115994a36869f027c28007d70,SELL,15,396.3,INTRADAY,MARKET,10-10-2022 14:06,4918ae2775ac473bb47c2742f4c06755,BUY,15,513.45,INTRADAY,MARKET,-1757.25,279240.0,-29.56,558.48,779240.0,-0.69
3275,NSE_FO:BANKNIFTY13OCT2239200CE [LOCAL],10-10-2022 12:11,7128ef2342924e2b805f224c8753a36e,SELL,15,372.05,INTRADAY,MARKET,10-10-2022 15:10,537873a9107c4f91bc94b4041075753d,BUY,15,299.6,INTRADAY,MARKET,1086.75,280326.75,19.47,562.3,780326.75,-0.55
3276,NSE_FO:BANKNIFTY13OCT2238700PE [LOCAL],10-10-2022 14:06,e95862f948074fd3b65d56e09f8a5597,SELL,15,276.95,INTRADAY,MARKET,10-10-2022 15:10,e774c0e009f04099b9c3a1d4273f2e92,BUY,15,222.15,INTRADAY,MARKET,822.0,281148.75,19.79,560.12,781148.75,-0.44
3277,NSE_FO:BANKNIFTY13OCT2239000PE [LOCAL],11-10-2022 09:17,8d798ee90a574ff19f4fdf361522ed3d,SELL,15,371.9,INTRADAY,MARKET,11-10-2022 15:01,095f2cf8cf454671a9cb3ab6b79ec4bf,BUY,15,469.95,INTRADAY,MARKET,-1470.75,279678.0,-26.36,559.36,779678.0,-0.63
3278,NSE_FO:BANKNIFTY13OCT2239000CE [LOCAL],11-10-2022 09:17,8e9c0d715c8f4f8abe494930621b453d,SELL,15,339.25,INTRADAY,MARKET,11-10-2022 15:10,f0b7852d64db45379f9ed155db952155,BUY,15,226.0,INTRADAY,MARKET,1698.75,281376.75,33.38,563.24,781376.75,-0.41
3279,NSE_FO:BANKNIFTY13OCT2238500PE [LOCAL],11-10-2022 15:01,0ef007700b424f2a9912c8014aa4ca28,SELL,15,226.85,INTRADAY,MARKET,11-10-2022 15:10,55c25a21e40d49b88b4fab5d6c575977,BUY,15,210.75,INTRADAY,MARKET,241.5,281618.25,7.1,559.84,781618.25,-0.38
3280,NSE_FO:BANKNIFTY13OCT2238700PE [LOCAL],12-10-2022 09:17,37a3ff26f42c463ca61b41034bc83e5a,SELL,15,327.05,INTRADAY,MARKET,12-10-2022 15:10,9b679eaa5e924e2cb4eb055fb904d6f5,BUY,15,97.9,INTRADAY,MARKET,3437.25,285055.5,70.07,565.76,785055.5,0.0
3281,NSE_FO:BANKNIFTY13OCT2238700CE [LOCAL],12-10-2022 09:17,6bf4c19d9aaf4d018fae093acf72c4f0,SELL,15,283.3,INTRADAY,MARKET,12-10-2022 09:46,7ccb5dc0a33f4603927b02a40628815d,BUY,15,388.4,INTRADAY,MARKET,-1576.5,283479.0,-37.1,560.08,783479.0,-0.2
3282,NSE_FO:BANKNIFTY13OCT2239100CE [LOCAL],12-10-2022 09:46,7538c4996a864692aad705ef0154d3f3,SELL,15,192.85,INTRADAY,MARKET,12-10-2022 15:10,8451631c407d44118378f1b8f828340d,BUY,15,264.35,INTRADAY,MARKET,-1072.5,282406.5,-37.08,558.89,782406.5,-0.34
3283,NSE_FO:BANKNIFTY13OCT2239000PE [LOCAL],12-10-2022 14:17,8181a3332ffc4f17bf4b4d48868e9a59,SELL,15,224.65,INTRADAY,MARKET,12-10-2022 15:10,acb05429f43f47cebfd9a9a900c31eac,BUY,15,192.95,INTRADAY,MARKET,475.5,282882.0,14.11,561.03,782882.0,-0.28
3284,NSE_FO:BANKNIFTY13OCT2239000PE [LOCAL],13-10-2022 09:17,5737dc2ea11f4a2886d7d15215fc8c71,SELL,15,188.45,INTRADAY,MARKET,13-10-2022 10:05,7ea5c5a3eb4f419da20bb2ddaed3b78e,BUY,15,215.1,INTRADAY,MARKET,-399.75,282482.25,-14.14,564.96,782482.25,-0.33
3285,NSE_FO:BANKNIFTY13OCT2239000CE [LOCAL],13-10-2022 09:17,fde482e7a93d4f67bb00d935e2f2b0b6,SELL,15,167.2,INTRADAY,MARKET,13-10-2022 11:44,b72867da895c45658b1f967ace0dcced,BUY,15,18.2,INTRADAY,MARKET,2235.0,284717.25,89.11,565.3,784717.25,-0.04
3286,NSE_FO:BANKNIFTY13OCT2238800PE [LOCAL],13-10-2022 10:05,64a4594b5ffe464587ca231f49b8660e,SELL,15,115.45,INTRADAY,MARKET,13-10-2022 11:14,eba6c7b721a94ee1aa2f83219fb74f71,BUY,15,253.25,INTRADAY,MARKET,-2067.0,282650.25,-119.36,560.83,782650.25,-0.31
3287,NSE_FO:BANKNIFTY13OCT2238700CE [LOCAL],13-10-2022 10:15,4c4a46de03ed42a9919d1ecc56c15665,SELL,15,200.8,INTRADAY,MARKET,13-10-2022 15:10,4fad9d7a2842478ca0660c596660bff7,BUY,15,1.4,INTRADAY,MARKET,2991.0,285641.25,99.3,571.99,785641.25,0.0
3288,NSE_FO:BANKNIFTY13OCT2238600PE [LOCAL],13-10-2022 11:14,7d1fa85666994150a76739652bdf17df,SELL,15,133.0,INTRADAY,MARKET,13-10-2022 15:10,2928904b912d4a85aac3d51d9e00a5de,BUY,15,18.05,INTRADAY,MARKET,1724.25,287365.5,86.43,566.01,787365.5,0.0
3289,NSE_FO:BANKNIFTY13OCT2238400CE [LOCAL],13-10-2022 11:44,095576c03e0d40c19897c0985932085c,SELL,15,202.75,INTRADAY,MARKET,13-10-2022 12:22,b4de9bb5b09849edb9bacf82fd6b5c5c,BUY,15,243.0,INTRADAY,MARKET,-603.75,286761.75,-19.85,564.09,786761.75,-0.08
3290,NSE_FO:BANKNIFTY13OCT2238500CE [LOCAL],13-10-2022 12:30,a3420adefd72482cad3fdb0db66adebd,SELL,15,137.65,INTRADAY,MARKET,13-10-2022 12:40,64c435c1e1184ded927a4d39df0350ad,BUY,15,188.65,INTRADAY,MARKET,-765.0,285996.75,-37.05,562.56,785996.75,-0.17
